word,reason,index
左手邊,無用例,2
上面,無用例,3
角度,無用例,5
裡面,無用例,7
下面,無用例,10
右手邊,無用例,11
前面,無用例,15
上面、上司、上級,無用例,16
下面、底下,無用例,22
四處,無用例,23
