word,reason,index
蜻蜓,無用例,1
金龜,無用例,2
白翎鷥,無用例,6
草蜢公,無用例,7
壁虎、守宮,無用例,8
肚胿仔,無用例,10
青蛙,無用例,11
虎頭蜂,無用例,15
蛤蜊,無用例,17
鴿子,無用例,20
螢火蟲,無用例,21
鹿仔,無用例,22
臺灣烏熊,無用例,23
魷魚,無用例,24
松鼠,無用例,25
白鷺鷥,無用例,26
河蟹、螃蟹、毛蟹,無用例,32
蟑螂,無用例,34
大蝗、螞蚱、草蜢、飛蝗,無用例,35
金龜子,無用例,37
蚊蟲、蚊子、蚊,無用例,38
蝸牛,無用例,42
猴子,無用例,43
刺毛蟲,無用例,46
毛毛蟲,無用例,47
兔子,無用例,48
毛蟹,無用例,50
蝦子,無用例,51
白頭鵠仔,無用例,53
白頭翁,無用例,55
蚯蚓,無用例,57
螞蟻,無用例,58
台灣黑熊,無用例,59
蒼蠅,無用例,61
蝴蝶,無用例,62
蝌蚪,無用例,63
