word,reason,index
好天氣,無用例,1
地震,無用例,2
烏雲,無用例,3
鳥巢,無用例,5
打雷,無用例,10
春夏秋冬,無用例,11
熱雷雨、雷陣雨,無用例,12
雨霎仔,無用例,13
出現彩虹,無用例,14
細雨、小雨,無用例,17
星星,無用例,22
閃電,無用例,24
海浪,無用例,25
夕陽,無用例,27
月亮,無用例,30
太陽,無用例,33
颳風,無用例,34
光線,無用例,37
起霧,無用例,40
黑暗,無用例,41
颱風,無用例,42
罩雺霧,無用例,46
下雪,無用例,47
出虹,無用例,48
下雨,無用例,50
