word,reason,index
禮拜二,無用例,3
幾、若干,無用例,4
禮拜一,無用例,9
拜四,無用例,10
禮拜六,無用例,12
禮拜四,無用例,13
多少,無用例,15
拜三,無用例,16
禮拜三,無用例,19
