word,reason,index
休閒,無用例,1
音樂會,無用例,2
嗩吶,無用例,3
笛子,無用例,4
樂團,無用例,5
說書、說故事,無用例,6
舞蹈,無用例,9
下棋,無用例,12
哨子,無用例,14
𥰔仔,無用例,15
爬山,無用例,18
演說、講演、演說會,無用例,20
廣播,無用例,21
觱仔,無用例,22
戲劇,無用例,30
划拳、猜拳,無用例,31
豫牌仔,無用例,32
農場,無用例,36
玩牌,無用例,38
山歌,無用例,41
演戲、表演,無用例,42
