word,reason,index
鐵枝仔路,無用例,1
廁所,無用例,2
運動場,無用例,3
天橋,無用例,10
超市,無用例,11
廚房,無用例,12
洗衫店,無用例,17
浴室,無用例,18
幼稚園,無用例,20
地下室,無用例,22
遊樂園,無用例,25
鐵門,無用例,27
樓上,無用例,28
走廊,無用例,30
窗戶,無用例,34
故宮,無用例,37
洗衣店,無用例,38
樓下,無用例,39
飯廳,無用例,40
五金行,無用例,42
巷子,無用例,43
食飯廳,無用例,46
菜市場,無用例,50
地下道,無用例,52
雜貨店,無用例,53
會議室,無用例,55
福利社,無用例,57
書房,無用例,59
游泳池,無用例,60
涼亭,無用例,61
櫃台,無用例,62
書局,無用例,63
銀樓,無用例,67
體育館,無用例,69
健康中心,無用例,71
古厝,無用例,76
車庫,無用例,77
