word,reason,index
加油站,無用例,1
機場,無用例,3
銅板、硬幣,無用例,4
月台,無用例,7
錄取,無用例,8
金額,無用例,9
理髮店,無用例,10
穡路,無用例,15
農活,無用例,19
郵局,無用例,20
麵攤,無用例,23
花店,無用例,29
賺錢,無用例,30
討生活、賺錢過活,無用例,32
租金,無用例,33
文具店,無用例,34
三溫暖,無用例,35
新臺幣,無用例,37
電器行,無用例,40
貨櫃,無用例,46
房地產,無用例,52
外銷,無用例,53
水果攤,無用例,55
