word,reason,index
屁股,無用例,3
頭髮,無用例,7
嘴脣,無用例,10
手和腳,無用例,11
眉毛,無用例,14
頭顱、腦袋,無用例,16
肚子,無用例,22
臉頰、面頰,無用例,24
鼻孔,無用例,28
耳孔,無用例,29
目眉,無用例,30
牙齒,無用例,32
舌頭,無用例,33
耳朵,無用例,36
眼睛,無用例,38
鼻子,無用例,39
